ok	lemma	pos	rank	current	suggested	note
y	servir	verbo	1692	Ser útil o adecuado para un fin concreto.	Ser útil o adecuado para un fin concreto.	agent ok
y	bono	sustantivo	1693	Documento que representa una deuda con pago futuro.	Papel que da derecho a usar un servicio o recibir algo.	agent fix: Financial news sense (bond); basic sense is voucher/pass
y	financiación	sustantivo	1698	Dinero que se da para un proyecto.	Dinero que se da para un proyecto.	agent ok
y	piel	sustantivo	1699	Capa exterior que cubre el cuerpo humano.	Capa exterior que cubre el cuerpo humano.	agent ok
y	investigador	sustantivo	1701	Persona que estudia para descubrir hechos nuevos.	Persona que estudia para descubrir hechos nuevos.	agent ok
y	apoyar	verbo	1703	Dar ayuda o respaldo a alguien o algo.	Dar ayuda o respaldo a alguien o algo.	agent ok
y	silencio	sustantivo	1704	Ausencia total de cualquier sonido o ruido.	Ausencia total de cualquier sonido o ruido.	agent ok
y	escena	sustantivo	1705	Parte de una obra en un solo lugar.	Parte de una obra en un solo lugar.	agent ok
y	corte	sustantivo	1707	Acción de separar algo con un objeto afilado.	Acción de separar algo en partes con un objeto de metal.	agent fix: 'que corta' is a family word of the headword (cortar)
y	lanzamiento	sustantivo	1708	Acción de tirar algo con fuerza hacia adelante.	Acción de tirar algo con fuerza hacia adelante.	agent ok
y	ciudadanía	sustantivo	1709	Conjunto de personas que viven en una ciudad.	Condición de pertenecer a un país con sus derechos y deberes.	agent fix: Wrong: it is citizenship/citizens of a country, not people living in a city
y	caber	verbo	1710	Poder entrar algo dentro de un espacio limitado.	Poder entrar algo dentro de un espacio limitado.	agent ok
y	dificultad	sustantivo	1716	Problema que impide o hace más duro lograr un objetivo.	Problema que impide o hace más duro lograr un objetivo.	agent ok
y	grado	sustantivo	1719	Nivel o medida en una escala de valores.	Nivel o medida en una escala de valores.	agent ok
y	deporte	sustantivo	1722	Actividad física que se practica con reglas.	Actividad física que se practica con reglas.	agent ok
y	asistencia	sustantivo	1723	Gente que acude a un acto o evento.	Gente que acude a un acto o evento.	agent ok
y	soler	verbo	1724	Hacer algo con frecuencia o costumbre.	Hacer algo con frecuencia o costumbre.	agent ok
y	sanción	sustantivo	1726	Castigo que se aplica por no seguir una norma.	Castigo que se aplica por no seguir una norma.	agent ok
y	solamente	adverbio	1728	Indica que solo se trata de eso.	Nada más que eso, sin otra cosa.	agent fix: Uses family word "solo"
y	estructura	sustantivo	1729	Forma en que se ponen las partes de algo.	Forma en que se ponen las partes de algo.	agent ok
y	matrimonio	sustantivo	1732	Unión legal entre dos personas.	Unión legal entre dos personas.	agent ok
y	abierto	adjetivo	1733	Que no está cerrado ni cubierto.	Que no está cerrado ni cubierto.	agent ok
y	tienda	sustantivo	1734	Lugar donde se venden productos.	Lugar donde se venden productos.	agent ok
y	sencillo	adjetivo	1737	Que no tiene problemas ni partes de adorno.	Que no es difícil ni tiene muchas partes.	agent ok
y	apertura	sustantivo	1738	Acción de abrir algo que estaba cerrado.	Acción de abrir algo que estaba cerrado.	agent ok
y	división	sustantivo	1739	Acción de separar algo en partes distintas.	Acción de separar algo en partes distintas.	agent ok
y	caja	sustantivo	1741	Objeto con tapa para guardar cosas.	Objeto con fondo y lados que sirve para guardar cosas.	agent ok
y	aproximadamente	adverbio	1742	Con un valor o cantidad cercano pero no preciso.	Con un valor o cantidad cercano pero no preciso.	agent ok
y	digital	adjetivo	1748	Que usa información en forma de números.	Que usa información en forma de números.	agent ok
y	objeto	sustantivo	1749	Cosa material que se puede ver o tocar.	Cosa material que se puede ver o tocar.	agent ok
y	sexo	sustantivo	1751	Condición de ser hombre o mujer.	Condición de ser hombre o mujer.	agent ok
y	acceder	verbo	1752	Conseguir entrar a un lugar o información.	Conseguir entrar a un lugar o información.	agent ok
y	empate	sustantivo	1753	Resultado igual en un juego o competición.	Resultado igual en un juego o competición.	agent ok
y	ganas	sustantivo	1754	Deseo fuerte de hacer o conseguir algo.	Deseo fuerte de hacer o conseguir algo.	agent ok
y	naturaleza	sustantivo	1757	Conjunto de todo lo que existe sin intervención humana.	Conjunto de todo lo que existe sin intervención humana.	agent ok
y	cumbre	sustantivo	1758	Reunión de dirigentes de varios países.	Parte más alta de una montaña.	agent fix: News sense (summit meeting); basic sense is mountain top
y	abajo	adverbio	1759	En lugar o posición inferior.	En lugar o posición inferior.	agent ok
y	piso	sustantivo	1760	Cada planta de un edificio.	Cada planta de un edificio.	agent ok
y	inflación	sustantivo	1761	Aumento general de los precios.	Aumento general de los precios.	agent ok
y	petición	sustantivo	1764	Escrito o acción para pedir algo.	Escrito o acción para pedir algo.	agent ok
y	complejo	adjetivo	1765	Que tiene muchas partes juntas.	Que tiene muchas partes y es difícil de entender.	agent fix: Too vague; misses the "difficult" sense
y	depender	verbo	1766	Necesitar de algo o alguien para existir.	Necesitar de algo o alguien para existir.	agent ok
y	campeonato	sustantivo	1767	Competición para conseguir un título.	Competición para conseguir un título.	agent ok
y	ausencia	sustantivo	1770	Hecho de no estar en un lugar.	Hecho de no estar en un lugar.	agent ok
y	detención	sustantivo	1772	Acción de capturar a alguien por la policía.	Acción de capturar a alguien por la policía.	agent ok
y	abandonar	verbo	1773	Dejar solo a alguien o algo definitivamente.	Dejar solo a alguien o algo definitivamente.	agent ok
y	moda	sustantivo	1775	Estilo de ropa o conducta que cambia.	Estilo que sigue mucha gente en un momento dado.	agent fix: Vague; misses that it is what many people follow at a given time
y	delantero	sustantivo	1776	Jugador que intenta marcar goles en equipo.	Jugador de un equipo cuya tarea principal es marcar goles.	agent fix: "en equipo" is unnatural
y	pasajero	sustantivo	1777	Persona que viaja en un medio de transporte.	Persona que viaja en un medio de transporte.	agent ok
y	principalmente	adverbio	1779	Con mayor importancia o frecuencia que otras cosas.	Con mayor importancia o frecuencia que otras cosas.	agent ok
y	regresar	verbo	1780	Volver al lugar donde se estaba antes.	Volver al lugar donde se estaba antes.	agent ok
y	canciller	sustantivo	1783	Ministro que dirige la política exterior.	Ministro que dirige la política exterior.	agent ok
y	evolución	sustantivo	1787	Cambio lento de algo con el tiempo.	Cambio lento de algo con el tiempo.	agent ok
y	espectáculo	sustantivo	1788	Acto o función que da alegría al público.	Acto o función que da alegría al público.	agent ok
y	inversor	sustantivo	1789	Persona que pone dinero en un negocio.	Persona que pone dinero en un negocio.	agent ok
y	plataforma	sustantivo	1790	Superficie elevada donde se ponen personas o cosas.	Superficie elevada donde se ponen personas o cosas.	agent ok
y	concurso	sustantivo	1791	Competición en la que varios participan para ganar.	Competición en la que varios participan para ganar.	agent ok
y	votar	verbo	1792	Elegir a alguien o algo en una elección.	Elegir a alguien o algo en una elección.	agent ok
y	celebración	sustantivo	1794	Fiesta o acto para recordar un acontecimiento.	Fiesta o acto para recordar un acontecimiento.	agent ok
y	mencionar	verbo	1796	Decir o escribir el nombre de algo o alguien.	Decir o escribir el nombre de algo o alguien.	agent ok
y	lesión	sustantivo	1798	Daño o herida en el cuerpo.	Daño o herida en el cuerpo.	agent ok
y	disparo	sustantivo	1799	Acción de lanzar una bala con un arma.	Acción de lanzar una bala con un arma.	agent ok
y	científico	sustantivo	1800	Persona que estudia y trabaja en la ciencia.	Persona que estudia y trabaja en la ciencia.	agent ok
y	departamento	sustantivo	1801	Cada una de las divisiones de una organización o territorio.	Cada una de las divisiones de una organización o territorio.	agent ok
y	puerto	sustantivo	1802	Lugar en la costa donde llegan y salen barcos.	Lugar en la costa donde llegan y salen barcos.	agent ok
y	respectivamente	adverbio	1805	En el orden mencionado para cada uno.	En el orden mencionado para cada uno.	agent ok
y	tarea	sustantivo	1806	Trabajo que alguien debe realizar.	Trabajo que alguien debe realizar.	agent ok
y	alza	sustantivo	1807	Aumento del precio o nivel de algo.	Aumento del precio o nivel de algo.	agent ok
y	integrante	sustantivo	1808	Persona que forma parte de un grupo.	Persona que forma parte de un grupo.	agent ok
y	estabilidad	sustantivo	1809	Estado de lo que se mantiene sin cambios.	Estado de lo que se mantiene sin cambios.	agent ok
y	perfil	sustantivo	1810	Forma lateral de una cara.	Forma lateral de una cara.	agent ok
y	serio	adjetivo	1811	Que actúa con responsabilidad y calma.	Que actúa con responsabilidad y calma.	agent ok
y	volumen	sustantivo	1812	Cantidad de espacio que ocupa un cuerpo.	Cantidad de espacio que ocupa un cuerpo.	agent ok
y	reacción	sustantivo	1814	Respuesta que se produce ante algo.	Respuesta que se produce ante algo.	agent ok
y	mejora	sustantivo	1816	Cambio que hace algo mejor que antes.	Cambio que da a algo más calidad o valor.	agent fix: Uses family word "mejor"
y	consumidor	sustantivo	1817	Persona que compra o usa productos.	Persona que compra o usa productos.	agent ok
y	registrar	verbo	1818	Anotar algo para dejar prueba oficial.	Anotar algo para dejar prueba oficial.	agent ok
y	breve	adjetivo	1819	Que dura poco tiempo o es corto.	Que dura poco tiempo o es corto.	agent ok
y	existencia	sustantivo	1821	Hecho de estar algo o alguien presente.	Hecho de estar algo o alguien presente.	agent ok
y	clasificación	sustantivo	1823	Orden que se da a cosas o personas.	Orden que se da a cosas o personas.	agent ok
y	alerta	sustantivo	1825	Aviso sobre un peligro posible.	Aviso sobre un peligro posible.	agent ok
y	encargado	sustantivo	1827	Persona que tiene una responsabilidad.	Persona que tiene una responsabilidad.	agent ok
y	complicado	adjetivo	1828	Que resulta difícil de entender o resolver.	Que resulta difícil de entender o resolver.	agent ok
y	atentado	sustantivo	1830	Acción violenta contra personas o lugares.	Acción violenta contra personas o lugares.	agent ok
y	funcionamiento	sustantivo	1832	Manera en que algo opera o trabaja.	Manera en que algo opera o trabaja.	agent ok
y	quinto	numeral	1835	Que ocupa el lugar número cinco.	Que ocupa el lugar número cinco.	agent ok
y	auto	sustantivo	1837	Vehículo con motor y cuatro ruedas.	Vehículo con motor y cuatro ruedas.	agent ok
y	condena	sustantivo	1838	Castigo que da un juez.	Castigo que da un juez.	agent ok
y	sensación	sustantivo	1839	Impresión o sentimiento que se siente.	Lo que se nota por los sentidos o se siente por dentro.	agent fix: Circular: "sentimiento que se siente"
y	expresión	sustantivo	1842	Manera de mostrar ideas o emociones.	Manera de mostrar ideas o emociones.	agent ok
y	kilo	sustantivo	1843	Unidad de masa equivalente a mil gramos.	Unidad de masa equivalente a mil gramos.	agent ok
y	colonia	sustantivo	1845	Grupo de personas que viven en otro país.	Territorio gobernado por un país que está lejos.	agent fix: Basic sense is a territory ruled by another country, not a group abroad
y	límite	sustantivo	1850	Línea que marca el fin de algo.	Línea que marca el fin de algo.	agent ok
y	desarrollar	verbo	1851	Hacer crecer algo o hacerlo más completo.	Hacer crecer algo o hacerlo más completo.	agent ok
y	género	sustantivo	1853	Grupo que une obras o personas similares.	Clase o tipo al que pertenecen cosas que se parecen.	agent fix: "obras o personas" is confusing and vague
y	fallo	sustantivo	1856	Decisión final de un juez o tribunal.	Error que hace que algo no salga bien.	agent fix: Legal news sense (court ruling); basic sense is error/failure
y	aprobación	sustantivo	1861	Acción de aceptar algo de forma oficial.	Acción de aceptar algo de forma oficial.	agent ok
y	fenómeno	sustantivo	1863	Hecho o suceso que se observa en la naturaleza.	Hecho o suceso que se observa en la naturaleza.	agent ok
y	polémica	sustantivo	1864	Discusión fuerte entre ideas diferentes.	Discusión fuerte entre ideas diferentes.	agent ok
y	antiguo	adjetivo	1865	Que fue hace mucho tiempo.	Que existe desde hace mucho tiempo o es de otra época.	agent fix: "Que fue hace mucho tiempo" is ungrammatical/unnatural
y	cien	numeral	1866	Número que sigue a noventa y nueve.	Diez veces diez.	agent ok
y	conversación	sustantivo	1868	Intercambio de palabras entre dos o más personas.	Intercambio de palabras entre dos o más personas.	agent ok
y	marido	sustantivo	1870	Hombre casado con una mujer.	Hombre casado con una mujer.	agent ok
y	inicial	adjetivo	1871	Primero en el tiempo o en una serie.	Primero en el tiempo o en una serie.	agent ok
y	mandato	sustantivo	1873	Orden o poder para actuar en nombre de otro.	Orden o poder para actuar en nombre de otro.	agent ok
y	superficie	sustantivo	1874	Parte exterior o cara de algo.	Parte exterior o cara de algo.	agent ok
y	apuesta	sustantivo	1875	Cantidad de dinero que se juega en un juego.	Cantidad de dinero que se juega en un juego.	agent ok
y	lluvia	sustantivo	1878	Agua que cae de las nubes.	Agua que cae de las nubes.	agent ok
y	provocar	verbo	1883	Causar o producir un efecto o reacción.	Causar o producir un efecto o reacción.	agent ok
y	rápidamente	adverbio	1884	Con mucha velocidad o en poco tiempo.	Con mucha velocidad o en poco tiempo.	agent ok
y	cuidado	sustantivo	1885	Atención para evitar daños o errores.	Atención para evitar daños o errores.	agent ok
y	ámbito	sustantivo	1887	Espacio o campo donde algo ocurre.	Espacio o campo donde algo ocurre.	agent ok
y	completamente	adverbio	1888	De manera total sin que quede nada.	De manera total sin que quede nada.	agent ok
y	suspensión	sustantivo	1890	Acción de parar algo por un tiempo.	Acción de parar algo por un tiempo.	agent ok
y	salvo	preposición	1891	Excepto una persona o cosa concreta.	Excepto una persona o cosa concreta.	agent ok
y	boca	sustantivo	1894	Abertura en la cara para comer y hablar.	Parte de la cara por la que se come y se habla.	agent ok
